ENTREZGENE	M172_1_CDS	M172_2_CDS	M172_3_CDS	Mgfp_1_CDS	Mgfp_2_CDS	Mgfp_3_CDS	ENSG
TIR1	16	26	31	11	8	28	YER011W
YMR090W	1073	2257	1851	2231	2048	2536	YMR090W
PPH21	768	1617	1466	1483	1366	1742	YDL134C
AI3	0	0	0	0	0	0	Q0060
RMA1	21	46	30	38	33	44	YKL132C
ATG7	284	547	510	398	361	475	YHR171W
HSP78	1631	3555	3272	3583	3981	4290	YDR258C
EFM1	166	330	318	227	240	239	YHL039W
YJU3	1037	2144	1972	1702	1699	2113	YKL094W
GAS5	862	1982	1826	1420	1549	2051	YOL030W
MCM21	90	222	240	182	178	213	YDR318W
AIM9	726	1516	1357	1180	1217	1438	YER080W
PPQ1	993	2011	1979	998	1001	1492	YPL179W
MPH2	5	10	9	5	7	7	YDL247W
TES1	194	435	417	323	291	442	YJR019C
RPL29	1241	2395	2242	1767	1639	2240	YFR032C-A
YFR032C-B	5	8	12	7	4	8	YFR032C-B
EKI1	86	190	173	112	126	155	YDR147W
EIS1	2605	5568	5060	4997	4773	5789	YMR031C
PET112	191	370	355	273	270	334	YBL080C
GAT2	341	776	694	590	621	778	YMR136W
RPS16B	1520	3196	3201	2794	2408	3360	YDL083C
RAD1	487	939	917	566	572	653	YPL022W
DOT1	65	125	103	76	99	123	YDR440W
BNA3	140	309	283	301	282	425	YJL060W
CRC1	424	957	1021	230	242	381	YOR100C
EEB1	109	223	244	238	245	221	YPL095C
EGT2	756	1703	1699	1968	2427	2205	YNL327W
TAZ1	470	960	877	615	606	785	YPR140W
PKP2	701	1464	1406	1046	1084	1454	YGL059W
MHP1	792	1610	1529	1439	1550	1922	YJL042W
MST28	78	116	112	79	94	73	YAR033W
RPA43	79	198	169	151	141	166	YOR340C
CBF2	47	97	93	51	59	49	YGR140W
SWI3	251	522	476	383	339	441	YJL176C
ENB1	255	507	534	144	136	224	YOL158C
PFY1	1340	3073	2841	2605	2526	2938	YOR122C
APD1	1035	2028	1798	1923	1902	2217	YBR151W
YBR184W	26	58	61	44	31	36	YBR184W
EMC4	324	708	617	523	540	619	YGL231C
SPL2	37	76	83	24	14	43	YHR136C
YDR018C	235	472	448	344	350	425	YDR018C
SUR2	538	1160	1050	1028	989	1131	YDR297W
YFL065C	0	2	0	0	0	1	YFL065C
RRT2	170	360	297	333	320	357	YBR246W
EMG1	66	106	128	125	114	109	YLR186W
GUT2	1570	3615	3311	2131	2215	3127	YIL155C
VPS28	98	175	203	167	159	170	YPL065W
DEP1	406	1009	923	693	728	1019	YAL013W
GRX3	388	788	834	422	387	453	YDR098C
YUH1	261	566	524	388	315	448	YJR099W
HSP60	2638	5837	5042	4532	4771	5354	YLR259C
TGS1	75	161	143	104	97	119	YPL157W
BYE1	353	778	729	677	650	755	YKL005C
RPL12A	374	832	703	624	567	749	YDR418W
CUP2	73	122	142	105	92	136	YGL166W
NCL1	191	422	414	357	283	356	YBL024W
RTG1	75	175	173	92	112	158	YOL067C
RIM20	340	762	669	594	578	753	YOR275C
RPL31A	2644	5420	5248	4801	3988	5618	YDL075W
ARO1	1876	4304	3834	2886	3004	3247	YDR127W
YGR240C-A	11	27	21	31	16	24	YGR240C-A
TLG2	333	688	667	383	386	542	YOL018C
RCN2	1466	2937	2864	2497	2368	2942	YOR220W
YBT1	578	1332	1174	975	897	1091	YLL048C
PDR17	143	257	256	222	227	261	YNL264C
YLR053C	38	63	40	35	34	37	YLR053C
YLR462W	0	1	1	2	2	0	YLR462W
YPR203W	0	0	0	0	0	1	YPR203W
RPN2	2287	4676	4398	3751	3667	4475	YIL075C
BAG7	145	321	343	219	237	309	YOR134W
HIS6	47	123	107	90	70	96	YIL020C
YOL098C	311	839	764	651	646	611	YOL098C
AIF1	188	393	347	135	170	237	YNR074C
SPO13	14	40	27	21	23	18	YHR014W
FYV10	555	1054	1025	788	783	1045	YIL097W
PSK2	440	870	905	411	391	562	YOL045W
UBP6	1044	2141	1952	1601	1524	2055	YFR010W
YAP3	177	381	334	314	257	348	YHL009C
YDL007C-A	0	0	0	0	0	0	YDL007C-A
UTP10	248	469	460	276	252	321	YJL109C
URM1	118	241	237	127	112	146	YIL008W
DFR1	77	154	171	94	101	105	YOR236W
ALG11	238	549	493	427	408	522	YNL048W
SNN1	122	247	217	136	101	173	YNL086W
MRH4	45	97	103	69	80	62	YGL064C
ASI1	278	598	532	529	468	604	YMR119W
ECM32	263	498	425	355	391	480	YER176W
YPL279C	21	40	36	27	27	32	YPL279C
YDL180W	183	412	410	341	364	396	YDL180W
SOH1	114	256	230	166	144	218	YGL127C
FRE2	71	111	120	114	105	97	YKL220C
SEC10	305	597	600	467	507	575	YLR166C
URA10	1149	2389	1872	2563	2369	2467	YMR271C
LSP1	7405	16269	14036	16509	16486	19266	YPL004C
CLN1	65	151	121	183	227	208	YMR199W
SHO1	72	169	153	147	159	166	YER118C
DNF3	295	654	590	528	511	523	YMR162C
GCN4	3674	8208	6935	7613	7218	7175	YEL009C
YKR106W	87	149	179	63	64	158	YKR106W
SEC20	296	626	577	427	468	557	YDR498C
YLL066C	2	3	0	5	2	0	YLL066C
ALT2	147	340	349	166	118	227	YDR111C
CHS3	241	533	497	395	420	445	YBR023C
PET117	91	212	203	156	176	196	YER058W
HAM1	76	128	103	136	96	154	YJR069C
MAL32	38	113	116	64	73	84	YBR299W
RHO4	197	399	439	230	229	319	YKR055W
YIR035C	358	667	605	432	437	491	YIR035C
PET191	155	286	243	237	211	251	YJR034W
YSP3	200	428	403	253	302	331	YOR003W
SAM50	334	728	676	579	569	678	YNL026W
MVB12	124	206	200	186	152	223	YGR206W
RPS26A	4251	9018	8240	7025	6025	8675	YGL189C
YPR036W-A	10770	18446	20941	7646	7120	10715	YPR036W-A
GCD6	291	606	587	339	309	391	YDR211W
CAT5	255	555	431	517	447	534	YOR125C
YDR261C-D	51	99	74	41	37	45	YDR261C-D
MET16	114	212	216	169	181	239	YPR167C
YJL045W	67	125	118	64	73	92	YJL045W
YDR261C-C	0	0	0	0	0	0	YDR261C-C
MRPS18	443	905	762	701	664	743	YNL306W
TIM18	166	345	311	218	208	285	YOR297C
TRS120	155	345	280	246	307	333	YDR407C
UTP9	93	199	198	137	121	162	YHR196W
BUD25	0	0	0	0	0	0	YER014C-A
MTH1	1325	2793	2581	1708	1724	2449	YDR277C
ISA2	252	510	463	412	398	462	YPR067W
PRE8	881	1735	1646	1379	1336	1616	YML092C
YML6	391	814	788	540	602	617	YML025C
ERG27	338	738	687	486	513	683	YLR100W
SGM1	412	868	811	580	569	824	YJR134C
POP7	139	241	238	218	216	272	YBR167C
OXR1	685	1330	1085	1069	1000	1269	YPL196W
DAS1	208	499	536	227	242	337	YJL149W
TIM23	505	1140	1007	673	859	795	YNR017W
FMP41	353	682	693	628	576	666	YNL168C
RSC8	355	748	808	620	605	838	YFR037C
CDC40	119	274	226	212	161	228	YDR364C
NMD2	310	730	580	539	511	590	YHR077C
LCL1	157	279	271	336	339	453	YPL056C
VHR1	343	770	702	562	540	799	YIL056W
MFA1	616	1307	1221	952	871	1082	YDR461W
RPC19	15	37	31	16	30	18	YNL113W
CDC42	173	415	379	310	310	348	YLR229C
RAD7	222	407	434	377	389	401	YJR052W
YPR109W	283	588	537	469	503	519	YPR109W
SEC72	136	282	268	291	273	320	YLR292C
SPT23	564	1147	1171	904	1049	1195	YKL020C
FAB1	295	564	599	361	371	510	YFR019W
MRPL15	246	550	442	358	361	441	YLR312W-A
PRP43	131	236	256	151	162	184	YGL120C
FAP7	95	238	232	168	166	207	YDL166C
YPL152W-A	0	0	0	2	0	0	YPL152W-A
VAM7	74	152	157	127	141	164	YGL212W
ASI3	359	830	778	476	518	596	YNL008C
MDY2	368	746	692	587	618	763	YOL111C
RAD57	163	344	323	293	285	376	YDR004W
ELP6	122	261	253	145	141	195	YMR312W
YIL161W	182	328	311	267	251	299	YIL161W
NOP8	81	211	219	112	95	149	YOL144W
MEI5	2	5	0	0	3	2	YPL121C
MPT5	315	719	801	369	415	565	YGL178W
RPL36B	7	11	11	7	3	7	YPL249C-A
MEP1	371	812	779	319	346	594	YGR121C
TRA1	446	1136	993	779	871	1191	YHR099W
YLR243W	94	169	140	109	118	134	YLR243W
TPC1	278	570	572	555	640	567	YGR096W
IST3	122	220	233	135	142	185	YIR005W
NNF1	64	112	129	112	105	128	YJR112W
BRE4	329	665	621	469	492	628	YDL231C
LPP1	63	148	119	96	83	132	YDR503C
RPS24B	1082	1972	2049	1492	1338	1912	YIL069C
ACF4	183	368	376	269	296	350	YJR083C
PNC1	4327	9188	8025	11445	10850	12095	YGL037C
FPR1	2095	4005	3790	3075	3080	3596	YNL135C
SNC1	343	713	607	534	572	691	YAL030W
RPL9A	2150	4451	4353	4310	3473	5324	YGL147C
SHM1	922	2041	1876	1383	1370	1758	YBR263W
HCH1	316	669	602	460	409	458	YNL281W
ECM15	866	1773	1580	1391	1311	1416	YBL001C
ARC35	1015	2133	1880	2015	1963	2413	YNR035C
YDR381C-A	443	865	797	734	668	832	YDR381C-A
SDH3	1584	3301	2846	2961	2726	3489	YKL141W
YMR252C	148	319	262	235	194	285	YMR252C
YCR101C	46	79	76	36	36	63	YCR101C
RAI1	178	374	346	258	274	309	YGL246C
RPC11	90	206	163	109	98	130	YDR045C
SSO1	979	1918	1892	1675	1760	2181	YPL232W
GTT3	121	298	259	215	234	237	YEL017W
GCN5	299	662	601	543	495	575	YGR252W
CUL3	141	298	341	105	132	182	YGR003W
GRH1	904	2025	1749	1435	1559	1895	YDR517W
SMD1	1	11	9	6	11	11	YGR074W
TRE2	402	875	779	556	561	732	YOR256C
YPR011C	303	663	610	439	440	557	YPR011C
YPR137C-A	0	1	3	2	0	0	YAR010C
ARN1	268	582	561	324	388	365	YHL040C
PRT1	773	1646	1668	1312	1178	1549	YOR361C
ERV1	385	763	667	438	427	600	YGR029W
MRS2	51	77	96	65	53	75	YOR334W
DBP3	302	633	603	341	322	515	YGL078C
UBP3	242	662	602	393	467	618	YER151C
YOL024W	6	15	7	4	3	4	YOL024W
IPL1	6	18	23	21	28	19	YPL209C
FIT2	580	1255	990	1007	1140	619	YOR382W
CYC7	439	868	725	579	539	731	YEL039C
HYM1	315	577	516	544	483	639	YKL189W
HFI1	76	149	120	107	104	143	YPL254W
YEH1	58	142	105	44	51	55	YLL012W
YCR076C	275	528	501	375	316	403	YCR076C
CAR2	628	1297	1261	447	632	851	YLR438W
CDC50	228	500	490	306	286	319	YCR094W
YNL190W	927	2091	1770	1325	1473	1586	YNL190W
LYS4	414	917	894	419	417	629	YDR234W
LCL3	134	262	214	226	222	216	YGL085W
HVG1	50	98	103	58	80	81	YER039C
DAL2	163	297	312	214	227	301	YIR029W
FMP46	821	1539	1529	1135	1155	1521	YKR049C
HDA3	228	473	425	358	364	490	YPR179C
ATG9	286	546	540	356	385	476	YDL149W
SNF8	265	467	461	338	322	370	YPL002C
BI4	0	0	0	0	0	0	Q0120
HOC1	293	629	539	444	442	565	YJR075W
CTR1	189	368	298	428	480	395	YPR124W
MER1	30	79	79	29	21	47	YNL210W
APC2	235	461	448	384	358	406	YLR127C
AFG3	643	1408	1330	812	850	1083	YER017C
AIM41	1297	2639	2224	2426	2207	2721	YOR215C
LAS1	157	322	308	165	176	220	YKR063C
AAT2	2234	5077	4831	2326	2388	3096	YLR027C
CDC53	581	1213	1114	762	744	916	YDL132W
YHR097C	1773	3352	3593	2781	2951	4429	YHR097C
SNZ1	10413	20990	20442	5114	5727	7655	YMR096W
SMI1	280	650	667	385	417	579	YGR229C
SAE2	12	29	29	22	25	21	YGL175C
YDR365W-B	12	39	41	9	23	32	YDR365W-B
UTP7	152	335	345	160	158	207	YER082C
YKL069W	206	419	406	286	242	347	YKL069W
AIM34	70	134	123	108	94	113	YMR003W
CUP9	635	1291	1188	684	724	1014	YPL177C
BUD2	146	315	271	265	274	286	YKL092C
TIM11	717	1391	1255	1530	1427	1835	YDR322C-A
LCB5	213	439	446	256	271	363	YLR260W
YDL241W	8	31	32	10	10	10	YDL241W
GPM1	4401	7917	8214	9029	8674	8985	YKL152C
YNL277W-A	5	8	8	6	10	6	YNL277W-A
CDC5	97	216	190	143	153	167	YMR001C
ALG3	91	201	198	85	92	152	YBL082C
RPP1A	3495	7338	6456	4943	4427	6492	YDL081C
YLR149C	1630	3364	3222	2243	2194	3125	YLR149C
CIN4	59	156	146	84	67	93	YMR138W
LPD1	2159	4750	4048	4062	3756	4722	YFL018C
YUR1	186	369	343	266	266	321	YJL139C
MSY1	176	336	275	256	269	296	YPL097W
UBC11	37	79	82	57	65	79	YOR339C
STP3	517	1204	1082	737	785	978	YLR375W
CCS1	368	794	721	549	565	641	YMR038C
MPM1	336	645	610	434	489	639	YJL066C
HXT6	5936	13261	9352	24252	22472	18246	YDR343C
YGR117C	199	417	381	306	283	374	YGR117C
YHR033W	309	753	627	290	318	506	YHR033W
YOR342C	176	403	397	339	336	485	YOR342C
PTR3	183	422	422	212	280	337	YFR029W
RIB7	172	340	329	228	211	246	YBR153W
SGO1	33	64	57	55	57	74	YOR073W
SLG1	741	1714	1569	1492	1605	1903	YOR008C
HRQ1	124	292	268	226	222	253	YDR291W
ABZ2	225	495	472	374	345	424	YMR289W
RNR1	42	72	83	136	157	96	YER070W
NTG1	251	493	510	407	340	505	YAL015C
THI2	45	80	79	79	99	84	YBR240C
COA1	235	538	457	435	410	479	YIL157C
YMR030W-A	0	0	4	3	1	1	YMR030W-A
MLF3	1166	2474	2382	1765	2058	2638	YNL074C
PRP46	195	412	366	256	252	310	YPL151C
CAP1	708	1441	1259	1281	1226	1458	YKL007W
SAM1	1304	2764	2890	1204	1470	2033	YLR180W
YJL213W	346	622	596	287	338	368	YJL213W
SYF1	164	307	286	298	267	324	YDR416W
RSM23	363	799	768	558	599	788	YGL129C
INP54	264	535	491	464	462	559	YOL065C
YMR181C	867	1895	1732	1583	1636	1816	YMR181C
PIM1	720	1528	1434	991	1063	1310	YBL022C
YRB30	297	560	569	493	490	599	YGL164C
ALR1	413	852	766	563	554	693	YOL130W
ECM18	119	236	207	268	216	255	YDR125C
YAR066W	14	24	41	17	21	18	YHR214W
YLR460C	22	50	33	33	37	32	YLR460C
RNP1	0	0	6	1	0	0	YLL046C
FCF2	133	261	271	179	160	200	YLR051C
THI73	145	265	217	126	137	171	YLR004C
YFR012W	24	37	33	22	22	27	YFR012W
ARR3	74	174	179	81	85	112	YPR201W
SPO22	152	326	324	256	288	285	YIL073C
HUA2	49	110	102	89	90	106	YOR284W
HXT17	31	63	72	45	42	59	YNR072W
YOL047C	135	294	197	138	169	275	YOL047C
RAD27	91	156	175	123	135	172	YKL113C
VPS29	268	486	417	428	366	454	YHR012W
TIM44	963	2074	2032	1428	1479	1877	YIL022W
RPA49	50	98	119	104	73	98	YNL248C
YDR336W	119	265	253	196	209	245	YDR336W
YLR326W	110	223	218	137	113	150	YLR326W
COS3	14	38	27	32	24	23	YML132W
OLA1	1656	3406	3191	2673	2526	3244	YBR025C
YDL186W	26	72	45	60	61	49	YDL186W
ADK2	83	183	181	198	208	260	YER170W
ERI1	121	248	228	153	173	233	YPL096C-A
YKL222C	115	269	272	186	180	216	YKL222C
SLS1	97	180	217	125	193	202	YLR139C
FCP1	159	388	384	316	322	395	YMR277W
RSE1	213	424	373	263	283	306	YML049C
ATG15	222	516	508	212	249	373	YCR068W
CHS5	1535	3155	3181	2624	2742	3523	YLR330W
MET13	916	2206	2130	1590	1865	2412	YGL125W
YLR164W	500	925	807	464	447	657	YLR164W
YKR104W	21	41	54	30	18	19	YKR104W
SLX8	234	500	463	337	383	426	YER116C
YMR160W	288	664	610	511	529	680	YMR160W
YCL073C	0	0	1	1	1	1	YCL073C
VTI1	445	960	921	948	961	1105	YMR197C
PHO11	15	38	35	16	6	19	YAR071W
GTT2	133	284	253	159	124	215	YLL060C
COS9	95	219	204	119	127	181	YKL219W
MSB1	102	223	246	126	145	143	YOR188W
YJR005C-A	0	2	3	4	4	7	YJR005C-A
CPR7	70	176	177	102	85	117	YJR032W
HYR1	838	1790	1557	1595	1596	1830	YIR037W
ERG4	665	1415	1279	895	883	1163	YGL012W
YOL057W	296	636	558	534	609	654	YOL057W
IRC21	197	433	378	252	246	267	YMR073C
RPN11	1129	2241	2182	1780	1716	2225	YFR004W
YOR142W-A	0	0	0	0	0	0	YPR158W-A
YPR158W-B	13	21	20	4	3	8	YPR158W-B
UPC2	74	174	137	104	99	113	YDR213W
MSG5	108	236	208	174	155	198	YNL053W
SER2	83	156	139	112	139	101	YGR208W
YNL024C	9	17	7	15	16	30	YNL024C
TRZ1	103	193	188	88	83	129	YKR079C
BUB2	80	149	142	98	99	122	YMR055C
RTR2	87	162	175	72	107	123	YDR066C
SPR1	112	221	235	110	143	139	YOR190W
YPT11	70	169	139	149	162	189	YNL304W
RHO1	1191	2582	2279	2766	2554	2803	YPR165W
RTT101	212	459	439	349	327	423	YJL047C
BSC2	248	470	432	301	289	390	YDR275W
CIN8	112	225	216	172	175	201	YEL061C
YOX1	64	108	111	75	69	80	YML027W
MSC1	5662	12249	10797	14980	14065	18672	YML128C
MDM31	197	482	389	338	374	429	YHR194W
MAL13	215	448	419	268	265	366	YGR288W
UAF30	75	142	170	115	91	112	YOR295W
APC9	196	379	363	296	269	330	YLR102C
CSR2	1584	3723	3457	2321	2718	3677	YPR030W
NHP2	270	538	579	401	352	483	YDL208W
TUB2	750	1567	1568	1523	1488	1890	YFL037W
NMD5	187	354	317	241	194	252	YJR132W
RPL7B	335	569	630	258	246	420	YPL198W
YDR366C	0	2	3	2	2	0	YDR366C
YFR035C	40	54	64	35	52	46	YFR035C
CYB5	32	94	77	59	56	54	YNL111C
PDR12	125	325	288	200	224	281	YPL058C
PRP2	125	245	214	154	175	193	YNR011C
PCL5	1492	3191	2676	2435	2265	2664	YHR071W
IMH1	499	945	894	664	662	803	YLR309C
ENT5	358	767	715	639	685	883	YDR153C
YGL006W-A	37	37	45	24	39	39	YGL006W-A
ASG7	52	136	104	125	116	137	YJL170C
GPX1	702	1411	1197	1489	1413	1795	YKL026C
SRB7	183	310	296	234	259	266	YDR308C
SUR4	143	286	325	332	332	332	YLR372W
STE23	395	836	787	640	665	776	YLR389C
SFA1	580	1186	1161	593	601	769	YDL168W
ARC40	837	1867	1634	1663	1609	1947	YBR234C
TAE1	113	250	256	172	170	187	YBR261C
SRP54	469	1042	911	723	720	829	YPR088C
TEX1	271	522	527	325	334	380	YNL253W
SEC21	818	1741	1596	1654	1613	1823	YNL287W
PSF3	66	182	177	117	103	142	YOL146W
DCD1	32	55	41	48	43	46	YHR144C
SOK1	845	1704	1687	891	892	1213	YDR006C
PPT1	75	130	106	124	108	98	YGR123C
PRE5	1009	2103	1824	1672	1680	1947	YMR314W
MRP51	681	1414	1317	1137	1135	1272	YPL118W
YLR241W	609	1330	1174	1168	1198	1308	YLR241W
UTP22	96	218	168	174	152	121	YGR090W
YDL233W	215	426	418	304	319	362	YDL233W
KRE33	64	129	142	99	61	81	YNL132W
YFH1	267	523	469	314	290	391	YDL120W
YJR149W	116	282	272	325	306	442	YJR149W
ELM1	68	164	160	114	106	140	YKL048C
NAM9	471	1035	933	699	636	837	YNL137C
RBG1	189	383	372	256	223	276	YAL036C
HTA2	1365	2574	2584	6054	5200	5016	YBL003C
TIM10	695	1465	1199	1057	959	1096	YHR005C-A
BAT1	5788	12784	12107	8776	9375	11750	YHR208W
PEX19	417	780	735	491	541	696	YDL065C
RTF1	483	1044	997	734	731	1065	YGL244W
PHO89	366	739	1003	68	92	391	YBR296C
PRP9	150	303	290	256	218	285	YDL030W
YBL112C	0	0	0	0	0	0	YHR218W-A
GLC3	6758	14758	12487	15726	15774	18850	YEL011W
YGR001C	329	712	616	460	393	543	YGR001C
YGR250C	914	1826	1731	1848	1814	2426	YGR250C
SLF1	83	177	153	134	134	133	YDR515W
SEC63	300	618	522	617	477	581	YOR254C
MRM1	229	473	451	330	327	354	YOR201C
PAU13	1	3	7	2	0	0	YHL046C
SET1	156	333	337	212	230	238	YHR119W
PTC7	307	623	585	636	546	619	YHR076W
KRE5	227	463	391	325	317	340	YOR336W
YAH1	49	119	103	61	82	74	YPL252C
ARF3	139	297	239	217	199	231	YOR094W
COG3	137	316	289	276	245	297	YER157W
TSR4	177	400	359	270	220	330	YOL022C
GPI2	102	201	206	187	205	193	YPL076W
RAD23	834	1753	1651	1245	1343	1572	YEL037C
YBL059W	82	157	156	114	124	132	YBL059W
HMRA2	0	0	0	0	0	0	YCR096C
DDI3	14	24	15	10	6	15	YFL061W
SLZ1	42	107	119	56	50	102	YNL196C
EMC6	173	337	351	282	243	294	YLL014W
APA1	488	1137	1003	931	935	1003	YCL050C
HSP30	925	2150	1191	7621	7842	6035	YCR021C
